Name,Father's Name,ID Number,Phone Number,Address,Specialty,Latitude,Longitude
Qamar Muhammad,Hassan Nisar,85534-3776837-9,3974749087,"98 Road, Johar,City",Flat Tire Mechanic,,
Qamar Qazi Mairaj,Hassan Nisar,99407-1313341-3,3312548568,"923 Avenue, Kimari,Town",Key Maker,24.8787702,66.87899999999999
Haider Qazi Mairaj,Arsalan Haider,19326-9893511-9,3883624005,"469 Street, Orangi,City",Auto Mechanic,24.9517285,67.00227149999999
Arsalan Qamar,Afzal Nisar,24687-8501070-6,3670525784,"61 Street, Five Star,City",Auto Mechanic,,
Ahmed Ahmed,Muhammad Muhammad,75429-7198262-2,3923278713,"748 Avenue, Orangi,Town",Painter,24.9517285,67.00227149999999
Faizan Arsalan,Nisar Bilal,10411-2454174-2,3200802074,"564 Street, Johar,Town",Painter,31.469693,74.27284610000001
Afzal Nisar,Afzal Bilal,19948-9773789-5,3289489947,"370 Road, Five Star,Town",Denter,,
Ahmed Hassan,Afzal Muhammad,55631-4949319-6,3247358617,"661 Avenue, Johar,Town",Denter,31.469693,74.27284610000001
Faizan Afzal,Qamar Arsalan,84148-1071741-4,3914872451,"691 Street, Kimari,Town",Denter,24.8787702,66.87899999999999
Muhammad Ali,Haider Faizan,64720-9029149-7,3954224428,"162 Road, Saddar,City",Key Maker,24.8615984,67.0290744
Afzal Muhammad,Ahmed Arsalan,77693-3625755-8,3751911000,"206 Street, Saddar,Town",Flat Tire Mechanic,24.8531846,67.0166725
Ali Hassan,Arsalan Ahmed,94770-1488626-6,3094826781,"460 Avenue, Johar,Town",Flat Tire Mechanic,31.469693,74.27284610000001
Ahmed Afzal,Afzal Qazi Mairaj,29023-7463384-9,3733333046,"220 Road, Liaquatabad,City",Denter,24.9046605,67.0472374
Afzal Ahmed,Muhammad Haider,22741-2259863-6,3014050686,"451 Road, Korangi,Town",Auto Mechanic,24.8387414,67.1209226
Hassan Bilal,Muhammad Haider,52274-5206394-2,3523426437,"184 Road, Johar,City",Electrician,,
Muhammad Ali,Qazi Mairaj Qazi Mairaj,59380-7010639-8,3879622231,"764 Road, Five Star,City",Painter,,
Hassan Bilal,Qazi Mairaj Haider,57019-5690006-6,3103709628,"528 Road, Johar,Town",Denter,31.469693,74.27284610000001
Faizan Muhammad,Qazi Mairaj Muhammad,61350-8113586-2,3512560218,"724 Road, Saddar,City",Key Maker,24.8615984,67.0290744
Muhammad Qazi Mairaj,Muhammad Ahmed,23025-9969980-8,3214279245,"667 Street, Liaquatabad,Town",Painter,24.9046605,67.0472374
Nisar Faizan,Hassan Ahmed,92144-2260370-6,3103060227,"315 Street, Korangi,City",Electrician,24.8387414,67.1209226
Arsalan Arsalan,Muhammad Arsalan,73829-1822412-1,3326752157,"145 Avenue, Liaquatabad,Town",Body-Mechanic,24.9046605,67.0472374
Nisar Haider,Muhammad Haider,60724-2395263-1,3320809096,"460 Avenue, Liaquatabad,Town",Denter,24.9046605,67.0472374
Muhammad Faizan,Ahmed Ahmed,37292-6105574-2,3815800810,"239 Road, Saddar,City",Body-Mechanic,24.8615984,67.0290744
Qamar Ahmed,Haider Qazi Mairaj,54260-5252982-5,3497678089,"69 Avenue, Liaquatabad,Town",Key Maker,24.9046605,67.0472374
Afzal Ahmed,Haider Hassan,70699-2037783-2,3053949584,"596 Street, Kimari,City",Body-Mechanic,,
Ahmed Bilal,Arsalan Qamar,95920-3239465-3,3784178297,"933 Avenue, Johar,Town",Denter,31.469693,74.27284610000001
Nisar Bilal,Qazi Mairaj Qamar,46239-1218454-8,3867353920,"584 Street, Liaquatabad,City",Body-Mechanic,24.9046605,67.0472374
Afzal Arsalan,Afzal Afzal,38705-6932377-3,3365758235,"992 Road, Johar,Town",Denter,31.469693,74.27284610000001
Qamar Muhammad,Haider Muhammad,92071-5179773-7,3018091453,"468 Avenue, Orangi,Town",Denter,24.9517285,67.00227149999999
Arsalan Arsalan,Qamar Hassan,56311-8717447-7,3389889267,"262 Road, Liaquatabad,Town",Body-Mechanic,24.9046605,67.0472374
Muhammad Faizan,Ahmed Hassan,66287-2247629-7,3826924718,"119 Avenue, Orangi,City",Electrician,24.9517285,67.00227149999999
Haider Faizan,Muhammad Faizan,48389-9067503-8,3735782649,"200 Avenue, Five Star,City",Body-Mechanic,,
Haider Nisar,Hassan Arsalan,99656-6301855-9,3206746924,"888 Avenue, Kimari,Town",Flat Tire Mechanic,24.8787702,66.87899999999999
Qamar Haider,Bilal Qamar,22687-1657073-8,3404847766,"265 Road, Korangi,Town",Key Maker,24.8387414,67.1209226
Haider Arsalan,Muhammad Muhammad,42091-2252530-4,3358600623,"738 Avenue, Saddar,City",Painter,24.8615984,67.0290744
Arsalan Qamar,Arsalan Ahmed,93543-5231163-2,3947844003,"408 Avenue, Saddar,Town",Electrician,24.8531846,67.0166725
Qazi Mairaj Bilal,Bilal Ali,16335-5304313-1,3938399266,"772 Road, Gulshan,City",Denter,,
Faizan Faizan,Ahmed Ahmed,87725-9028842-6,3198834970,"143 Road, Orangi,Town",Flat Tire Mechanic,24.9517285,67.00227149999999
Haider Nisar,Ali Hassan,56112-8225428-6,3372776488,"386 Avenue, Orangi,City",Body-Mechanic,24.9517285,67.00227149999999
Haider Qamar,Nisar Ali,36420-6164851-7,3818800611,"611 Road, Korangi,City",Auto Mechanic,24.8387414,67.1209226
Hassan Qazi Mairaj,Muhammad Ahmed,57233-5043330-6,3874258334,"899 Avenue, Orangi,City",Flat Tire Mechanic,24.9517285,67.00227149999999
Muhammad Muhammad,Bilal Bilal,39797-5409095-5,3307366755,"628 Road, Five Star,City",Auto Mechanic,,
Afzal Ali,Qazi Mairaj Arsalan,74021-9095391-5,3588564828,"509 Street, Kimari,City",Auto Mechanic,,
Bilal Hassan,Ahmed Ahmed,62509-8455371-7,3672174734,"679 Avenue, Korangi,City",Key Maker,24.8387414,67.1209226
Qamar Afzal,Ahmed Arsalan,87661-4948844-4,3562557268,"686 Avenue, Johar,Town",Denter,31.469693,74.27284610000001
Qamar Ahmed,Ali Afzal,72071-3508973-9,3382784887,"413 Road, Kimari,City",Body-Mechanic,,
Qamar Arsalan,Muhammad Haider,68844-7517750-2,3269950713,"811 Street, Gulshan,City",Painter,33.2573986,73.1455467
Afzal Faizan,Muhammad Hassan,36741-5870381-2,3474555620,"753 Road, Liaquatabad,Town",Painter,24.9046605,67.0472374
Muhammad Qazi Mairaj,Afzal Hassan,98001-8417642-1,3319931025,"257 Avenue, Orangi,City",Body-Mechanic,24.9517285,67.00227149999999
Ali Ahmed,Qamar Arsalan,64422-3148393-5,3883527364,"638 Road, Liaquatabad,City",Auto Mechanic,24.9046605,67.0472374
Qazi Mairaj Qamar,Nisar Ali,66359-2536473-5,3793728495,"548 Avenue, Gulshan,Town",Electrician,24.9180271,67.0970916
Ali Qamar,Muhammad Faizan,21199-3439132-4,3911275531,"23 Street, Five Star,Town",Body-Mechanic,,
Haider Qamar,Arsalan Afzal,62552-9828249-8,3884455080,"416 Road, Liaquatabad,Town",Key Maker,24.9046605,67.0472374
Hassan Muhammad,Muhammad Bilal,94061-4382198-3,3311565464,"695 Avenue, Kimari,Town",Flat Tire Mechanic,24.8787702,66.87899999999999
Ahmed Qazi Mairaj,Afzal Faizan,99835-1742766-9,3829973729,"354 Avenue, Liaquatabad,City",Auto Mechanic,24.9046605,67.0472374
Arsalan Afzal,Muhammad Ali,40733-1987734-3,3968942468,"647 Road, Gulshan,Town",Auto Mechanic,24.9180271,67.0970916
Afzal Haider,Arsalan Muhammad,71595-8622630-8,3030621375,"887 Avenue, Orangi,City",Key Maker,24.9517285,67.00227149999999
Hassan Haider,Muhammad Nisar,56306-1342653-7,3950028018,"333 Street, Korangi,Town",Auto Mechanic,24.8387414,67.1209226
Qazi Mairaj Hassan,Faizan Bilal,94042-3301517-6,3533458743,"847 Street, Gulshan,City",Flat Tire Mechanic,,
Afzal Haider,Bilal Qazi Mairaj,53282-4035374-7,3848886694,"454 Avenue, Korangi,Town",Painter,24.8387414,67.1209226
Qazi Mairaj Ali,Haider Ali,71317-8699500-1,3601865575,"253 Avenue, Kimari,City",Electrician,,
Haider Nisar,Nisar Nisar,98079-5634282-4,3160525513,"806 Street, Korangi,City",Auto Mechanic,24.8387414,67.1209226
Afzal Haider,Bilal Ahmed,64557-1349797-1,3550033833,"448 Road, Kimari,City",Key Maker,,
Qazi Mairaj Qamar,Afzal Qazi Mairaj,12914-8817006-5,3846258785,"998 Road, Kimari,City",Auto Mechanic,,
Ahmed Ali,Muhammad Qamar,72712-2666861-1,3790762237,"714 Avenue, Orangi,City",Body-Mechanic,24.9517285,67.00227149999999
Faizan Afzal,Muhammad Hassan,22203-4528821-3,3534161258,"988 Avenue, Five Star,City",Electrician,,
Faizan Arsalan,Afzal Muhammad,41654-6100540-3,3362605405,"987 Road, Liaquatabad,City",Painter,24.9106894,67.031087
Muhammad Muhammad,Ali Hassan,10146-3849457-1,3550074741,"779 Avenue, Saddar,City",Electrician,24.8615984,67.0290744
Bilal Hassan,Muhammad Arsalan,10897-7882026-4,3293431292,"309 Avenue, Saddar,City",Flat Tire Mechanic,24.8615984,67.0290744
Bilal Ali,Arsalan Qazi Mairaj,95465-2574076-7,3841589964,"339 Avenue, Orangi,City",Electrician,24.9517285,67.00227149999999
Ali Haider,Ali Nisar,52289-1017659-5,3882343809,"372 Road, Kimari,Town",Key Maker,24.8787702,66.87899999999999
Afzal Faizan,Qamar Afzal,39499-6428348-6,3606925620,"312 Avenue, Gulshan,City",Flat Tire Mechanic,33.2573986,73.1455467
Bilal Haider,Muhammad Faizan,30860-7283868-4,3382000697,"335 Street, Kimari,City",Body-Mechanic,,
Faizan Hassan,Ahmed Ali,87660-5423171-3,3335796168,"336 Street, Johar,Town",Painter,31.4711396,74.2522816
Qazi Mairaj Muhammad,Haider Bilal,42712-8346186-2,3194346544,"143 Street, Kimari,City",Painter,,
Bilal Muhammad,Afzal Afzal,60415-2990088-6,3299417528,"108 Avenue, Johar,City",Body-Mechanic,,
Muhammad Qazi Mairaj,Hassan Qamar,64458-8592235-6,3530934582,"263 Avenue, Saddar,Town",Flat Tire Mechanic,24.8531846,67.0166725
Afzal Ahmed,Nisar Faizan,77144-3550859-2,3198300566,"966 Avenue, Liaquatabad,City",Auto Mechanic,24.9046605,67.0472374
Ali Afzal,Afzal Ahmed,96229-7163173-1,3827800659,"183 Avenue, Saddar,City",Body-Mechanic,24.8615984,67.0290744
Nisar Bilal,Hassan Afzal,36782-9858918-4,3630325530,"524 Avenue, Kimari,Town",Flat Tire Mechanic,24.8787702,66.87899999999999
Qamar Qamar,Hassan Ali,24918-2020327-4,3187322875,"251 Street, Saddar,City",Painter,24.8615984,67.0290744
Qazi Mairaj Ali,Muhammad Hassan,78624-2135656-7,3621624310,"302 Avenue, Five Star,City",Painter,,
Afzal Nisar,Afzal Arsalan,90576-6268020-5,3039562465,"848 Road, Five Star,City",Denter,,
Ahmed Haider,Qazi Mairaj Muhammad,26592-2970200-2,3142237202,"625 Road, Kimari,City",Electrician,,
Muhammad Hassan,Afzal Haider,40730-8786815-1,3480819982,"311 Street, Liaquatabad,City",Painter,24.9046605,67.0472374
Nisar Afzal,Haider Bilal,83669-7827582-4,3454384596,"377 Street, Kimari,City",Auto Mechanic,,
Bilal Muhammad,Muhammad Bilal,71614-6063978-5,3146563289,"109 Road, Five Star,Town",Key Maker,,
Bilal Bilal,Qazi Mairaj Qazi Mairaj,33915-7723125-8,3803331612,"357 Street, Saddar,City",Denter,24.8615984,67.0290744
Afzal Bilal,Ali Afzal,37699-7274480-6,3715938618,"423 Avenue, Korangi,City",Key Maker,24.8387414,67.1209226
Arsalan Muhammad,Qazi Mairaj Faizan,33535-5888168-7,3879562068,"927 Avenue, Liaquatabad,Town",Painter,24.9046605,67.0472374
Arsalan Arsalan,Arsalan Hassan,75556-7725661-7,3553325371,"538 Road, Johar,Town",Body-Mechanic,31.469693,74.27284610000001
Afzal Arsalan,Ahmed Hassan,39323-5082838-3,3674089980,"287 Avenue, Orangi,Town",Key Maker,24.9517285,67.00227149999999
Afzal Qazi Mairaj,Afzal Ali,45437-6103228-2,3757955287,"606 Avenue, Korangi,City",Denter,24.8387414,67.1209226
Faizan Ahmed,Qamar Afzal,71538-1276167-4,3166017632,"486 Road, Saddar,Town",Key Maker,24.8531846,67.0166725
Bilal Afzal,Afzal Afzal,27868-1283285-3,3521521036,"572 Street, Liaquatabad,City",Denter,24.9046605,67.0472374
Nisar Qazi Mairaj,Ali Afzal,75439-2558475-5,3649779008,"654 Avenue, Orangi,Town",Body-Mechanic,24.9517285,67.00227149999999
Ahmed Ahmed,Afzal Nisar,70161-8684772-6,3261821134,"679 Road, Orangi,Town",Painter,24.9517285,67.00227149999999
Haider Bilal,Muhammad Arsalan,93509-6371588-6,3741628384,"964 Road, Five Star,City",Painter,,
Arsalan Haider,Haider Qazi Mairaj,98825-2119455-6,3092982640,"581 Street, Liaquatabad,Town",Electrician,24.9046605,67.0472374
Muhammad Hassan,Ahmed Nisar,28665-6726995-2,3931723529,"879 Street, Kimari,Town",Body-Mechanic,24.8787702,66.87899999999999
Haider Qamar,Qazi Mairaj Ahmed,95404-4892326-4,3043568838,"539 Avenue, Johar,City",Flat Tire Mechanic,,
Qazi Mairaj Faizan,Muhammad Hassan,21572-4828500-9,3948906129,"727 Road, Kimari,Town",Flat Tire Mechanic,24.8787702,66.87899999999999
Arsalan Ahmed,Haider Arsalan,12308-2953532-3,3121286057,"600 Street, Johar,City",Painter,,
Arsalan Ahmed,Afzal Nisar,15068-6283055-7,3620354539,"884 Street, Gulshan,City",Auto Mechanic,33.2573986,73.1455467
Qazi Mairaj Hassan,Arsalan Ali,58015-5695386-4,3680015726,"142 Avenue, Korangi,City",Painter,24.8387414,67.1209226
Muhammad Nisar,Haider Afzal,10721-2132089-3,3130055259,"373 Street, Kimari,City",Painter,,
Qamar Muhammad,Muhammad Nisar,65198-5376601-5,3030214760,"695 Street, Kimari,Town",Painter,24.8787702,66.87899999999999
Hassan Qazi Mairaj,Muhammad Afzal,65026-8597332-8,3033420986,"12 Road, Korangi,City",Body-Mechanic,24.8387414,67.1209226
Hassan Qazi Mairaj,Bilal Faizan,80995-1579855-4,3737760290,"168 Avenue, Johar,City",Key Maker,,
Muhammad Nisar,Hassan Ahmed,31348-2666420-5,3554146245,"258 Avenue, Kimari,City",Electrician,,
Arsalan Qamar,Ahmed Nisar,27969-9206630-2,3971769227,"961 Avenue, Saddar,Town",Electrician,24.8531846,67.0166725
Muhammad Haider,Afzal Hassan,20445-7625165-9,3705867367,"474 Street, Korangi,City",Denter,24.8387414,67.1209226
Bilal Haider,Arsalan Faizan,92012-5432532-4,3809274693,"810 Road, Johar,Town",Key Maker,31.469693,74.27284610000001
Faizan Ahmed,Qamar Faizan,34451-6143673-3,3260252494,"718 Road, Saddar,City",Key Maker,24.8615984,67.0290744
Faizan Bilal,Faizan Ali,27924-9593482-7,3783981471,"320 Avenue, Johar,City",Key Maker,,
Muhammad Faizan,Faizan Qamar,20205-3542106-2,3675716279,"875 Street, Gulshan,Town",Auto Mechanic,24.9180271,67.0970916
Muhammad Ali,Bilal Faizan,21992-7970030-8,3997288668,"493 Road, Korangi,City",Denter,24.8387414,67.1209226
Bilal Arsalan,Haider Muhammad,44534-9009257-2,3051685575,"354 Street, Five Star,City",Auto Mechanic,,
Arsalan Ali,Faizan Ali,57480-1735119-5,3120187491,"581 Street, Liaquatabad,Town",Denter,24.9046605,67.0472374
Afzal Qazi Mairaj,Bilal Nisar,29196-8527907-9,3043154387,"82 Avenue, Liaquatabad,City",Flat Tire Mechanic,24.9046605,67.0472374
Nisar Faizan,Bilal Arsalan,33669-1356451-7,3939148787,"47 Street, Kimari,Town",Key Maker,24.8787702,66.87899999999999
Arsalan Muhammad,Hassan Ali,50609-7465859-4,3411186385,"17 Road, Johar,Town",Key Maker,31.469693,74.27284610000001
Hassan Bilal,Muhammad Muhammad,81306-8469472-2,3103036095,"625 Avenue, Liaquatabad,Town",Body-Mechanic,24.9046605,67.0472374
Bilal Arsalan,Haider Faizan,30932-8225350-8,3791879159,"27 Avenue, Korangi,Town",Painter,24.8387414,67.1209226
Arsalan Ahmed,Arsalan Bilal,77721-2713263-9,3929232127,"335 Avenue, Saddar,Town",Painter,24.8531846,67.0166725
Ahmed Ali,Arsalan Nisar,74896-4753092-7,3621574987,"44 Avenue, Five Star,City",Electrician,,
Qazi Mairaj Muhammad,Muhammad Ali,41831-1865368-1,3528413959,"766 Avenue, Gulshan,City",Electrician,,
Nisar Qazi Mairaj,Ali Arsalan,47229-5533884-4,3894042328,"27 Road, Five Star,Town",Painter,,
Qamar Bilal,Muhammad Bilal,52262-5396580-3,3824998382,"390 Avenue, Kimari,City",Body-Mechanic,,
Bilal Arsalan,Faizan Arsalan,42626-7384181-8,3325457710,"612 Avenue, Saddar,City",Flat Tire Mechanic,24.8615984,67.0290744
Muhammad Arsalan,Ali Haider,48801-9581592-2,3393069127,"981 Street, Saddar,Town",Electrician,24.8531846,67.0166725
Ahmed Haider,Bilal Faizan,46693-6005187-8,3417968421,"224 Avenue, Saddar,Town",Key Maker,24.8531846,67.0166725
Hassan Haider,Hassan Hassan,68162-1623029-8,3133862037,"897 Road, Gulshan,Town",Painter,24.9180271,67.0970916
Afzal Qazi Mairaj,Qazi Mairaj Haider,69871-7469750-9,3407233333,"705 Avenue, Saddar,Town",Auto Mechanic,24.8531846,67.0166725
Ali Ahmed,Haider Afzal,38448-5756038-9,3992962511,"94 Road, Orangi,City",Key Maker,24.9517285,67.00227149999999
Bilal Ali,Afzal Muhammad,66168-3406914-3,3298688141,"270 Avenue, Saddar,Town",Denter,24.8531846,67.0166725
Nisar Faizan,Ahmed Qamar,14576-5617661-9,3032560536,"249 Road, Saddar,City",Painter,24.8615984,67.0290744
Afzal Afzal,Qamar Muhammad,45704-6300290-1,3242827060,"425 Street, Gulshan,Town",Flat Tire Mechanic,24.9180271,67.0970916
Afzal Faizan,Faizan Bilal,86031-5710476-8,3511816058,"802 Street, Five Star,Town",Electrician,,
Muhammad Qazi Mairaj,Muhammad Muhammad,46852-9047419-4,3468001044,"825 Street, Saddar,City",Body-Mechanic,24.8615984,67.0290744
Qazi Mairaj Faizan,Faizan Afzal,79758-7712254-3,3849608039,"177 Avenue, Saddar,City",Auto Mechanic,24.8615984,67.0290744
Qamar Qazi Mairaj,Nisar Qazi Mairaj,79739-5874897-6,3906518651,"324 Avenue, Kimari,City",Body-Mechanic,,
Faizan Qamar,Hassan Ahmed,83979-1463610-1,3630159665,"960 Avenue, Saddar,City",Painter,24.8615984,67.0290744
Bilal Ahmed,Hassan Nisar,36040-1663433-9,3008281131,"73 Street, Liaquatabad,Town",Flat Tire Mechanic,24.9046605,67.0472374
Qazi Mairaj Hassan,Bilal Haider,96658-5222238-9,3726548596,"340 Street, Liaquatabad,Town",Electrician,24.9046605,67.0472374
Qazi Mairaj Ahmed,Ahmed Haider,36528-6528544-9,3562342909,"256 Road, Five Star,City",Electrician,,
Qazi Mairaj Ahmed,Nisar Bilal,64608-7078400-3,3729164091,"720 Road, Orangi,City",Key Maker,24.9517285,67.00227149999999
Arsalan Muhammad,Qamar Nisar,76929-5902084-2,3315035811,"296 Street, Liaquatabad,City",Electrician,24.9046605,67.0472374
Arsalan Qazi Mairaj,Bilal Faizan,98108-1572541-9,3324174481,"408 Road, Liaquatabad,Town",Key Maker,24.9046605,67.0472374
Afzal Muhammad,Qamar Hassan,42067-6924076-2,3312622499,"428 Road, Korangi,Town",Painter,24.8387414,67.1209226
Ahmed Nisar,Arsalan Haider,46996-8835287-9,3199473937,"481 Avenue, Gulshan,Town",Electrician,24.9180271,67.0970916
Arsalan Qazi Mairaj,Faizan Muhammad,46317-8004925-8,3233272749,"757 Avenue, Five Star,Town",Body-Mechanic,,
Qamar Ali,Muhammad Qazi Mairaj,58104-9408662-6,3815664391,"601 Road, Kimari,Town",Denter,24.8787702,66.87899999999999
Ahmed Ahmed,Qazi Mairaj Arsalan,20684-9632226-9,3733417653,"917 Road, Five Star,Town",Denter,,
Faizan Nisar,Afzal Qazi Mairaj,33244-9324619-9,3338511619,"125 Avenue, Liaquatabad,Town",Electrician,24.9046605,67.0472374
Muhammad Muhammad,Qazi Mairaj Ahmed,96058-4010639-8,3922952077,"686 Road, Saddar,Town",Denter,24.8531846,67.0166725
Faizan Ahmed,Arsalan Hassan,72007-9793128-8,3609167970,"794 Street, Five Star,City",Body-Mechanic,,
Ahmed Ahmed,Qamar Arsalan,90727-6642610-6,3858164232,"415 Street, Five Star,City",Flat Tire Mechanic,,
Faizan Faizan,Afzal Hassan,55648-1082012-2,3807370587,"664 Avenue, Gulshan,City",Flat Tire Mechanic,33.2573986,73.1455467
Arsalan Haider,Arsalan Afzal,58197-1901120-2,3790020185,"770 Avenue, Orangi,Town",Key Maker,24.9517285,67.00227149999999
Faizan Ali,Ahmed Qamar,16782-7019094-2,3041875070,"750 Avenue, Korangi,City",Body-Mechanic,24.8387414,67.1209226
Faizan Haider,Afzal Muhammad,24827-1224364-8,3685489756,"989 Street, Orangi,Town",Flat Tire Mechanic,24.9517285,67.00227149999999
Hassan Hassan,Hassan Bilal,85061-4195716-9,3920154386,"517 Road, Johar,Town",Flat Tire Mechanic,31.469693,74.27284610000001
Arsalan Arsalan,Ali Hassan,34306-1804184-2,3233253473,"934 Street, Johar,Town",Key Maker,31.469693,74.27284610000001
Hassan Ali,Nisar Ahmed,55838-8234467-4,3608174366,"112 Road, Gulshan,Town",Body-Mechanic,24.9180271,67.0970916
Bilal Afzal,Arsalan Haider,29117-9397713-3,3453030416,"119 Street, Kimari,Town",Electrician,24.8787702,66.87899999999999
Muhammad Nisar,Haider Ahmed,77343-8612371-8,3881305733,"778 Road, Kimari,Town",Body-Mechanic,24.8787702,66.87899999999999
Arsalan Faizan,Faizan Muhammad,85352-5397320-4,3197624604,"227 Street, Liaquatabad,Town",Key Maker,24.9046605,67.0472374
Qazi Mairaj Haider,Qamar Hassan,31630-3629563-3,3293333940,"20 Avenue, Orangi,Town",Auto Mechanic,24.9517285,67.00227149999999
Muhammad Qazi Mairaj,Muhammad Haider,75052-9757868-2,3063931790,"346 Street, Kimari,Town",Electrician,24.8787702,66.87899999999999
Ali Qamar,Faizan Muhammad,38357-3643609-4,3885981092,"217 Avenue, Liaquatabad,City",Painter,24.9046605,67.0472374
Bilal Ali,Ali Ahmed,55499-7983876-4,3555282175,"817 Road, Five Star,City",Auto Mechanic,,
Muhammad Qazi Mairaj,Ali Muhammad,28701-1794922-1,3927869904,"697 Street, Five Star,City",Auto Mechanic,,
Qazi Mairaj Bilal,Ahmed Muhammad,50271-8057229-9,3377234694,"193 Road, Johar,Town",Auto Mechanic,31.469693,74.27284610000001
Bilal Ahmed,Arsalan Qazi Mairaj,39291-1496686-3,3713685806,"597 Avenue, Liaquatabad,City",Body-Mechanic,24.9046605,67.0472374
Muhammad Qamar,Nisar Hassan,85916-7324957-6,3838674461,"167 Avenue, Orangi,City",Body-Mechanic,24.9517285,67.00227149999999
Qamar Faizan,Haider Arsalan,63411-2231272-1,3815325837,"813 Avenue, Liaquatabad,City",Body-Mechanic,24.9046605,67.0472374
Nisar Ali,Arsalan Afzal,95933-9478017-6,3287227843,"473 Avenue, Kimari,Town",Painter,24.8787702,66.87899999999999
Nisar Nisar,Haider Afzal,20132-9589903-1,3129379689,"996 Road, Five Star,City",Denter,,
Qazi Mairaj Bilal,Ali Nisar,16851-1768130-2,3831335782,"487 Street, Kimari,Town",Auto Mechanic,24.8787702,66.87899999999999
Nisar Muhammad,Qamar Qazi Mairaj,87547-9891065-1,3144533872,"499 Avenue, Orangi,Town",Painter,24.9517285,67.00227149999999
Arsalan Ali,Haider Afzal,80004-3948481-4,3514204665,"93 Avenue, Orangi,City",Key Maker,24.9517285,67.00227149999999
Nisar Haider,Haider Afzal,98774-5738808-6,3003481068,"931 Street, Gulshan,Town",Flat Tire Mechanic,24.9180271,67.0970916
Haider Bilal,Arsalan Bilal,78536-3480923-3,3046493668,"951 Road, Orangi,City",Flat Tire Mechanic,24.9517285,67.00227149999999
