original_Name,original_Father's Name,original_ID Number,original_Phone Number,original_Address,original_Specialty,lat,lon,formatted,housenumber,name,street,postcode,county,district,suburb,city,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
Afzal Qazi Mairaj,Afzal Ali,45437-6103228-2,03757955287,"606 Avenue, Korangi,City",Denter,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.38185714285714295,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Faizan Ahmed,Qamar Afzal,71538-1276167-4,03166017632,"486 Road, Saddar,Town",Key Maker,33.598828,73.059156,"Burton Road, Saddar, Rawalpindi, Pakistan",,,Burton Road,,Rawalpindi,,Saddar,Rawalpindi,Punjab,PB,Pakistan,pk,0.55,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Afzal,Afzal Afzal,27868-1283285-3,03521521036,"572 Street, Liaquatabad,City",Denter,24.898342,67.042207,"48th Street, C Area Liaquatabad, Karachi, Pakistan",,,48th Street,,Karachi,,C Area Liaquatabad,Karachi,Sindh,SD,Pakistan,pk,0.52488,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nisar Qazi Mairaj,Ali Afzal,75439-2558475-5,03649779008,"654 Avenue, Orangi,Town",Body-Mechanic,33.551749,73.132651,"Central Avenue, Bahria Town, Rawalpindi, Pakistan",,,Central Avenue,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.44550000000000006,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahmed Ahmed,Afzal Nisar,70161-8684772-6,03261821134,"679 Road, Orangi,Town",Painter,24.9499909,66.980492,"L Block Road, Chisti Nagar, Karachi Division 75840, Pakistan",,L Block Road,L Block Road,75840,,Orangi Town,Chisti Nagar,Karachi Division,Sindh,SD,Pakistan,pk,0.63,1,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Haider Bilal,Muhammad Arsalan,93509-6371588-6,03741628384,"964 Road, Five Star,City",Painter,,,,,,,,,,,,,,,,,,,,,
Arsalan Haider,Haider Qazi Mairaj,98825-2119455-6,03092982640,"581 Street, Liaquatabad,Town",Electrician,24.8983421,67.0422072,"48th Street, Liaquatabad, Liquatabad Town 75900, Pakistan",,48th Street,48th Street,75900,Karachi,Liaquatabad Block 5,Liaquatabad,Liquatabad Town,Sindh,SD,Pakistan,pk,0.648,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Hassan,Ahmed Nisar,28665-6726995-2,03931723529,"879 Street, Kimari,Town",Body-Mechanic,33.559013,73.120304,"Street 42, Bahria Town, Rawalpindi, Pakistan",,,Street 42,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.315,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Haider Qamar,Qazi Mairaj Ahmed,95404-4892326-4,03043568838,"539 Avenue, Johar,City",Flat Tire Mechanic,,,,,,,,,,,,,,,,,,,,,
Qazi Mairaj Faizan,Muhammad Hassan,21572-4828500-9,03948906129,"727 Road, Kimari,Town",Flat Tire Mechanic,24.8759114,67.179059,"Meezan Bank Jamia Millia Road Branch, Jamia Milla Road, Shah Faisal Town, Karachi Division 75210, Pakistan",,Meezan Bank Jamia Millia Road Branch,Jamia Milla Road,75210,Karachi,,Shah Faisal Town,Karachi Division,Sindh,SD,Pakistan,pk,0.32805000000000006,0.81,0.6561000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Ahmed,Haider Arsalan,12308-2953532-3,03121286057,"600 Street, Johar,City",Painter,,,,,,,,,,,,,,,,,,,,,
Arsalan Ahmed,Afzal Nisar,15068-6283055-7,03620354539,"884 Street, Gulshan,City",Auto Mechanic,,,,,,,,,,,,,,,,,,,,,
Qazi Mairaj Hassan,Arsalan Ali,58015-5695386-4,03680015726,"142 Avenue, Korangi,City",Painter,32.3792016,70.51979420274388,"142, Gul Imam Amakhel Road, Mullazai, Pakistan",,142,Gul Imam Amakhel Road,,Tank,,,Mullazai,Khyber Pakhtunkhwa,KP,Pakistan,pk,0.5238095238095238,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Nisar,Haider Afzal,10721-2132089-3,03130055259,"373 Street, Kimari,City",Painter,24.94261365,67.0574905,"A 373 12th Street N, North Nazimabad, Karachi Division 74700, Pakistan",A 373,,12th Street N,74700,Karachi,,North Nazimabad,Karachi Division,Sindh,SD,Pakistan,pk,0.2985255,0.567,0.45927,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qamar Muhammad,Muhammad Nisar,65198-5376601-5,03030214760,"695 Street, Kimari,Town",Painter,31.4672021,74.42428591201413,"A 695 Street 28, Defence, Sultan Colony 54100, Pakistan",A 695,,Street 28,54100,Lahore,,Defence,Sultan Colony,Punjab,PB,Pakistan,pk,0.5670000000000001,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hassan Qazi Mairaj,Muhammad Afzal,65026-8597332-8,03033420986,"12 Road, Korangi,City",Body-Mechanic,,,,,,,,,,,,,,,,,,,,,
Hassan Qazi Mairaj,Bilal Faizan,80995-1579855-4,03737760290,"168 Avenue, Johar,City",Key Maker,,,,,,,,,,,,,,,,,,,,,
Muhammad Nisar,Hassan Ahmed,31348-2666420-5,03554146245,"258 Avenue, Kimari,City",Electrician,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Qamar,Ahmed Nisar,27969-9206630-2,03971769227,"961 Avenue, Saddar,Town",Electrician,33.551749,73.132651,"Central Avenue, Bahria Town, Rawalpindi, Pakistan",,,Central Avenue,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.44550000000000006,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Haider,Afzal Hassan,20445-7625165-9,03705867367,"474 Street, Korangi,City",Denter,,,,,,,,,,,,,,,,,,,,,
Bilal Haider,Arsalan Faizan,92012-5432532-4,03809274693,"810 Road, Johar,Town",Key Maker,31.99023,74.21534,"Town, Gujranwala, Pakistan",,,,,Gujranwala,,,Town,Punjab,PB,Pakistan,pk,0.11111111111111113,1,,,,https://www.whosonfirst.org/docs/licenses/
Faizan Ahmed,Qamar Faizan,34451-6143673-3,03260252494,"718 Road, Saddar,City",Key Maker,32.4993622,74.5461459,"Railway Road, Old City, Sialkot 51300, Pakistan",,Railway Road,Railway Road,51300,,Mohallah Bajranpura,Old City,Sialkot,Punjab,PB,Pakistan,pk,0.42525,0.9,0.5103,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Faizan Bilal,Faizan Ali,27924-9593482-7,03783981471,"320 Avenue, Johar,City",Key Maker,,,,,,,,,,,,,,,,,,,,,
Muhammad Faizan,Faizan Qamar,20205-3542106-2,03675716279,"875 Street, Gulshan,Town",Auto Mechanic,31.483405,74.236167,"Gulshan Town, Lahore, PB, Pakistan",,Gulshan Town,,,Lahore,,Gulshan Town,Lahore,Punjab,PB,Pakistan,pk,0.9,0.9,,,,https://www.whosonfirst.org/docs/licenses/
Muhammad Ali,Bilal Faizan,21992-7970030-8,03997288668,"493 Road, Korangi,City",Denter,,,,,,,,,,,,,,,,,,,,,
Bilal Arsalan,Haider Muhammad,44534-9009257-2,03051685575,"354 Street, Five Star,City",Auto Mechanic,,,,,,,,,,,,,,,,,,,,,
Arsalan Ali,Faizan Ali,57480-1735119-5,03120187491,"581 Street, Liaquatabad,Town",Denter,24.8983421,67.0422072,"48th Street, Liaquatabad, Liquatabad Town 75900, Pakistan",,48th Street,48th Street,75900,Karachi,Liaquatabad Block 5,Liaquatabad,Liquatabad Town,Sindh,SD,Pakistan,pk,0.648,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Afzal Qazi Mairaj,Bilal Nisar,29196-8527907-9,03043154387,"82 Avenue, Liaquatabad,City",Flat Tire Mechanic,33.667117,73.078449,"Street 82, Sector I-8, Islamabad, Pakistan",,,Street 82,,,,Sector I-8,Islamabad,Islamabad,IS,Pakistan,pk,0.0343,0.3429999999999999,0.3086999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nisar Faizan,Bilal Arsalan,33669-1356451-7,03939148787,"47 Street, Kimari,Town",Key Maker,33.574854,73.13434,"Street 47, Korang Town, Rawalpindi, Pakistan",,,Street 47,,Rawalpindi,,Korang Town,Rawalpindi,Punjab,PB,Pakistan,pk,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Muhammad,Hassan Ali,50609-7465859-4,03411186385,"17 Road, Johar,Town",Key Maker,31.99023,74.21534,"Town, Gujranwala, Pakistan",,,,,Gujranwala,,,Town,Punjab,PB,Pakistan,pk,0.6875,1,,,,https://www.whosonfirst.org/docs/licenses/
Hassan Bilal,Muhammad Muhammad,81306-8469472-2,03103036095,"625 Avenue, Liaquatabad,Town",Body-Mechanic,24.964267200000002,67.05649281016869,"Sunny Avenue, ST-5 Shahrah-e-Zahid Hussain, Pukhtunabad, Karachi Division 75850, Pakistan",ST-5,Sunny Avenue,Shahrah-e-Zahid Hussain,75850,Karachi,North Karachi Sector 7 D 2,Pukhtunabad,Karachi Division,Sindh,SD,Pakistan,pk,0.2700000000000001,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Arsalan,Haider Faizan,30932-8225350-8,03791879159,"27 Avenue, Korangi,Town",Painter,33.67939,73.02969,"Street 27, Sector G-9, Islamabad, Pakistan",,,Street 27,,,,Sector G-9,Islamabad,Islamabad,IS,Pakistan,pk,0.32805000000000006,0.7290000000000001,0.6561000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Ahmed,Arsalan Bilal,77721-2713263-9,03929232127,"335 Avenue, Saddar,Town",Painter,33.551749,73.132651,"Central Avenue, Bahria Town, Rawalpindi, Pakistan",,,Central Avenue,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.44550000000000006,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahmed Ali,Arsalan Nisar,74896-4753092-7,03621574987,"44 Avenue, Five Star,City",Electrician,,,,,,,,,,,,,,,,,,,,,
Qazi Mairaj Muhammad,Muhammad Ali,41831-1865368-1,03528413959,"766 Avenue, Gulshan,City",Electrician,,,,,,,,,,,,,,,,,,,,,
Nisar Qazi Mairaj,Ali Arsalan,47229-5533884-4,03894042328,"27 Road, Five Star,Town",Painter,24.84461805,66.99810331371609,"27 Road Number 1, Lalazar, Karachi Division 72500, Pakistan",27,,Road Number 1,72500,Karachi,Lalazar,Lalazar,Karachi Division,Sindh,SD,Pakistan,pk,0.18514285714285716,0.2857142857142857,0.23142857142857143,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qamar Bilal,Muhammad Bilal,52262-5396580-3,03824998382,"390 Avenue, Kimari,City",Body-Mechanic,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Arsalan,Faizan Arsalan,42626-7384181-8,03325457710,"612 Avenue, Saddar,City",Flat Tire Mechanic,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Arsalan,Ali Haider,48801-9581592-2,03393069127,"981 Street, Saddar,Town",Electrician,33.600494,73.052309,"Nashtar Street (Lytton Street), Saddar, Rawalpindi, Pakistan",,,Nashtar Street (Lytton Street),,Rawalpindi,,Saddar,Rawalpindi,Punjab,PB,Pakistan,pk,0.47385000000000005,1,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahmed Haider,Bilal Faizan,46693-6005187-8,03417968421,"224 Avenue, Saddar,Town",Key Maker,33.551749,73.132651,"Central Avenue, Bahria Town, Rawalpindi, Pakistan",,,Central Avenue,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.44550000000000006,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hassan Haider,Hassan Hassan,68162-1623029-8,03133862037,"897 Road, Gulshan,Town",Painter,31.483405,74.236167,"Gulshan Town, Lahore, PB, Pakistan",,Gulshan Town,,,Lahore,,Gulshan Town,Lahore,Punjab,PB,Pakistan,pk,0.6000000000000001,0.9,,,,https://www.whosonfirst.org/docs/licenses/
Afzal Qazi Mairaj,Qazi Mairaj Haider,69871-7469750-9,03407233333,"705 Avenue, Saddar,Town",Auto Mechanic,33.551749,73.132651,"Central Avenue, Bahria Town, Rawalpindi, Pakistan",,,Central Avenue,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.44550000000000006,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ali Ahmed,Haider Afzal,38448-5756038-9,03992962511,"94 Road, Orangi,City",Key Maker,24.937067,67.007743,"Dr Adeeb Rizvi Road, Orangi Town Sector 6, Karachi, Pakistan",,,Dr Adeeb Rizvi Road,,Karachi,,Orangi Town Sector 6,Karachi,Sindh,SD,Pakistan,pk,0.3438735882352942,0.7290000000000001,0.5314410000000002,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Ali,Afzal Muhammad,66168-3406914-3,03298688141,"270 Avenue, Saddar,Town",Denter,33.551749,73.132651,"Central Avenue, Bahria Town, Rawalpindi, Pakistan",,,Central Avenue,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.44550000000000006,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nisar Faizan,Ahmed Qamar,14576-5617661-9,03032560536,"249 Road, Saddar,City",Painter,32.4993622,74.5461459,"Railway Road, Old City, Sialkot 51300, Pakistan",,Railway Road,Railway Road,51300,,Mohallah Bajranpura,Old City,Sialkot,Punjab,PB,Pakistan,pk,0.42525,0.9,0.5103,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Afzal Afzal,Qamar Muhammad,45704-6300290-1,03242827060,"425 Street, Gulshan,Town",Flat Tire Mechanic,31.483405,74.236167,"Gulshan Town, Lahore, PB, Pakistan",,Gulshan Town,,,Lahore,,Gulshan Town,Lahore,Punjab,PB,Pakistan,pk,0.9,0.9,,,,https://www.whosonfirst.org/docs/licenses/
Afzal Faizan,Faizan Bilal,86031-5710476-8,03511816058,"802 Street, Five Star,Town",Electrician,33.6058381,72.96619035687402,"802 Street 30, I-14, Islamabad 45210, Pakistan",802,,Street 30,45210,,,I-14,Islamabad,Islamabad Capital Territory,IS,Pakistan,pk,0.2995239130434783,0.5103000000000001,0.45927000000000007,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Qazi Mairaj,Muhammad Muhammad,46852-9047419-4,03468001044,"825 Street, Saddar,City",Body-Mechanic,33.9969805,71.5405062,"Hasrat Street, Nothia, Peshawar Cantonment 25000, Pakistan",,Hasrat Street,Hasrat Street,25000,,,Nothia,Peshawar Cantonment,Khyber Pakhtunkhwa,KP,Pakistan,pk,0.36855,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qazi Mairaj Faizan,Faizan Afzal,79758-7712254-3,03849608039,"177 Avenue, Saddar,City",Auto Mechanic,24.7835981,67.0603001,"177 Saba Avenue, DHA Phase 8, Karachi Division 74500, Pakistan",177,,Saba Avenue,74500,Karachi,DHA Phase 6,DHA Phase 8,Karachi Division,Sindh,SD,Pakistan,pk,0.45,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qamar Qazi Mairaj,Nisar Qazi Mairaj,79739-5874897-6,03906518651,"324 Avenue, Kimari,City",Body-Mechanic,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Faizan Qamar,Hassan Ahmed,83979-1463610-1,03630159665,"960 Avenue, Saddar,City",Painter,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Ahmed,Hassan Nisar,36040-1663433-9,03008281131,"73 Street, Liaquatabad,Town",Flat Tire Mechanic,24.898417,67.0502479,"Street 26, Liaquatabad, Liquatabad Town 75900, Pakistan",,Street 26,Street 26,75900,,B 1 Area Liaquatabad,Liaquatabad,Liquatabad Town,Sindh,SD,Pakistan,pk,0.47250000000000003,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qazi Mairaj Hassan,Bilal Haider,96658-5222238-9,03726548596,"340 Street, Liaquatabad,Town",Electrician,24.8983421,67.0422072,"48th Street, Liaquatabad, Liquatabad Town 75900, Pakistan",,48th Street,48th Street,75900,Karachi,Liaquatabad Block 5,Liaquatabad,Liquatabad Town,Sindh,SD,Pakistan,pk,0.648,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qazi Mairaj Ahmed,Ahmed Haider,36528-6528544-9,03562342909,"256 Road, Five Star,City",Electrician,,,,,,,,,,,,,,,,,,,,,
Qazi Mairaj Ahmed,Nisar Bilal,64608-7078400-3,03729164091,"720 Road, Orangi,City",Key Maker,24.955874,66.9770022,"City Cambridge School, L Block Road, Chisti Nagar, Karachi Division 75840, Pakistan",,City Cambridge School,L Block Road,75840,,Orangi Town,Chisti Nagar,Karachi Division,Sindh,SD,Pakistan,pk,0.63,1,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Muhammad,Qamar Nisar,76929-5902084-2,03315035811,"296 Street, Liaquatabad,City",Electrician,24.898342,67.042207,"48th Street, C Area Liaquatabad, Karachi, Pakistan",,,48th Street,,Karachi,,C Area Liaquatabad,Karachi,Sindh,SD,Pakistan,pk,0.52488,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Qazi Mairaj,Bilal Faizan,98108-1572541-9,03324174481,"408 Road, Liaquatabad,Town",Key Maker,24.90037,67.044836,"‎SM Taufiq Road, Liaquatabad, Liquatabad Town 75900, Pakistan",,,‎SM Taufiq Road,75900,Karachi,A Area Liaquatabad,Liaquatabad,Liquatabad Town,Sindh,SD,Pakistan,pk,0.5634782608695652,1,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Afzal Muhammad,Qamar Hassan,42067-6924076-2,03312622499,"428 Road, Korangi,Town",Painter,24.8470249,67.1619649,"Main Korangi Road, Bagh-e-Korangi, Landhi Town 75120, Pakistan",,Main Korangi Road,Main Korangi Road,75120,,Landhi Town,Bagh-e-Korangi,Landhi Town,Sindh,SD,Pakistan,pk,0.6138947368421053,0.9,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahmed Nisar,Arsalan Haider,46996-8835287-9,03199473937,"481 Avenue, Gulshan,Town",Electrician,31.483405,74.236167,"Gulshan Town, Lahore, PB, Pakistan",,Gulshan Town,,,Lahore,,Gulshan Town,Lahore,Punjab,PB,Pakistan,pk,0.9,0.9,,,,https://www.whosonfirst.org/docs/licenses/
Arsalan Qazi Mairaj,Faizan Muhammad,46317-8004925-8,03233272749,"757 Avenue, Five Star,Town",Body-Mechanic,24.964267200000002,67.05649281016869,"Sunny Avenue, ST-5 Shahrah-e-Zahid Hussain, Pukhtunabad, Karachi Division 75850, Pakistan",ST-5,Sunny Avenue,Shahrah-e-Zahid Hussain,75850,Karachi,North Karachi Sector 7 D 2,Pukhtunabad,Karachi Division,Sindh,SD,Pakistan,pk,0.2700000000000001,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qamar Ali,Muhammad Qazi Mairaj,58104-9408662-6,03815664391,"601 Road, Kimari,Town",Denter,24.8759114,67.179059,"Meezan Bank Jamia Millia Road Branch, Jamia Milla Road, Shah Faisal Town, Karachi Division 75210, Pakistan",,Meezan Bank Jamia Millia Road Branch,Jamia Milla Road,75210,Karachi,,Shah Faisal Town,Karachi Division,Sindh,SD,Pakistan,pk,0.32805000000000006,0.81,0.6561000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahmed Ahmed,Qazi Mairaj Arsalan,20684-9632226-9,03733417653,"917 Road, Five Star,Town",Denter,33.990881,71.502397,"Railway Road, University Town, KP, Pakistan",,,Railway Road,,Peshawar,,University Town,,Khyber Pakhtunkhwa,KP,Pakistan,pk,0.2603571428571429,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Faizan Nisar,Afzal Qazi Mairaj,33244-9324619-9,03338511619,"125 Avenue, Liaquatabad,Town",Electrician,24.8135288,67.0697643,"125 Commercial Avenue, DHA Phase 7, Karachi Division 77500, Pakistan",125,,Commercial Avenue,77500,Karachi,DHA Phase 7,DHA Phase 7,Karachi Division,Sindh,SD,Pakistan,pk,0.14400000000000004,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Muhammad,Qazi Mairaj Ahmed,96058-4010639-8,03922952077,"686 Road, Saddar,Town",Denter,33.598828,73.059156,"Burton Road, Saddar, Rawalpindi, Pakistan",,,Burton Road,,Rawalpindi,,Saddar,Rawalpindi,Punjab,PB,Pakistan,pk,0.55,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Faizan Ahmed,Arsalan Hassan,72007-9793128-8,03609167970,"794 Street, Five Star,City",Body-Mechanic,,,,,,,,,,,,,,,,,,,,,
Ahmed Ahmed,Qamar Arsalan,90727-6642610-6,03858164232,"415 Street, Five Star,City",Flat Tire Mechanic,,,,,,,,,,,,,,,,,,,,,
Faizan Faizan,Afzal Hassan,55648-1082012-2,03807370587,"664 Avenue, Gulshan,City",Flat Tire Mechanic,,,,,,,,,,,,,,,,,,,,,
Arsalan Haider,Arsalan Afzal,58197-1901120-2,03790020185,"770 Avenue, Orangi,Town",Key Maker,33.551749,73.132651,"Central Avenue, Bahria Town, Rawalpindi, Pakistan",,,Central Avenue,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.44550000000000006,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Faizan Ali,Ahmed Qamar,16782-7019094-2,03041875070,"750 Avenue, Korangi,City",Body-Mechanic,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.38185714285714295,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Faizan Haider,Afzal Muhammad,24827-1224364-8,03685489756,"989 Street, Orangi,Town",Flat Tire Mechanic,24.93745,66.998323,"Street 4, Mominabad, Karachi Division 75840, Pakistan",,,Street 4,75840,Karachi,Orangi Sector 11,Mominabad,Karachi Division,Sindh,SD,Pakistan,pk,0.47385000000000005,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hassan Hassan,Hassan Bilal,85061-4195716-9,03920154386,"517 Road, Johar,Town",Flat Tire Mechanic,31.99023,74.21534,"Town, Gujranwala, Pakistan",,,,,Gujranwala,,,Town,Punjab,PB,Pakistan,pk,0.11111111111111113,1,,,,https://www.whosonfirst.org/docs/licenses/
Arsalan Arsalan,Ali Hassan,34306-1804184-2,03233253473,"934 Street, Johar,Town",Key Maker,31.99023,74.21534,"Town, Gujranwala, Pakistan",,,,,Gujranwala,,,Town,Punjab,PB,Pakistan,pk,0.11111111111111113,1,,,,https://www.whosonfirst.org/docs/licenses/
Hassan Ali,Nisar Ahmed,55838-8234467-4,03608174366,"112 Road, Gulshan,Town",Body-Mechanic,31.483405,74.236167,"Gulshan Town, Lahore, PB, Pakistan",,Gulshan Town,,,Lahore,,Gulshan Town,Lahore,Punjab,PB,Pakistan,pk,0.6000000000000001,0.9,,,,https://www.whosonfirst.org/docs/licenses/
Bilal Afzal,Arsalan Haider,29117-9397713-3,03453030416,"119 Street, Kimari,Town",Electrician,25.092343,67.313642,"119th Street, SD, Pakistan",,,119th Street,,Karachi,,,,Sindh,SD,Pakistan,pk,0.5,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Nisar,Haider Ahmed,77343-8612371-8,03881305733,"778 Road, Kimari,Town",Body-Mechanic,24.8759114,67.179059,"Meezan Bank Jamia Millia Road Branch, Jamia Milla Road, Shah Faisal Town, Karachi Division 75210, Pakistan",,Meezan Bank Jamia Millia Road Branch,Jamia Milla Road,75210,Karachi,,Shah Faisal Town,Karachi Division,Sindh,SD,Pakistan,pk,0.32805000000000006,0.81,0.6561000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Faizan,Faizan Muhammad,85352-5397320-4,03197624604,"227 Street, Liaquatabad,Town",Key Maker,24.898417,67.0502479,"Street 26, Liaquatabad, Liquatabad Town 75900, Pakistan",,Street 26,Street 26,75900,,B 1 Area Liaquatabad,Liaquatabad,Liquatabad Town,Sindh,SD,Pakistan,pk,0.4536,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qazi Mairaj Haider,Qamar Hassan,31630-3629563-3,03293333940,"20 Avenue, Orangi,Town",Auto Mechanic,25.108751,67.308728,"20th Avenue, SD, Pakistan",,,20th Avenue,,Karachi,,,,Sindh,SD,Pakistan,pk,0.12216066481994463,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Qazi Mairaj,Muhammad Haider,75052-9757868-2,03063931790,"346 Street, Kimari,Town",Electrician,31.457697099999997,74.4038500841632,"346 Street 4, DHA Phase V, Keer 54100, Pakistan",346,,Street 4,54100,Lahore,Sui Gas Cop Society,DHA Phase V,Keer,Punjab,PB,Pakistan,pk,0.81,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
